Sr No,date,startup,vertical,subvertical,city,investors,round,amount,year,month
2602,2015-07-08,Zoomcar,Automobile,Other,Bangalore,"Sequoia Capital, Empire Angels, NGP",Unknown,90.75,2015,7
2603,2015-07-09,News In Shorts,News Aggregator mobile app,Other,Noida,Tiger Global,Unknown,165.0,2015,7
2604,2015-07-09,Bluestone,Online Jewellery Store,Other,Bangalore,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Unknown,133.65,2015,7
2605,2015-07-09,Shopsity,Lifestyle & Fashion,Other,Gurgaon,"Sandeep Aggarwal, Teruhide Sato",Seed Funding,0.0,2015,7
2606,2015-07-09,Notesgen,E-Commerce,Other,Delhi,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,0.0,2015,7
2607,2015-07-10,Infinity Assurance,Warranty Programs Service Administration,Other,Delhi,Indian Angel Network,Seed Funding,4.95,2015,7
2608,2015-07-10,Footprints Education,Cutting Edge Tech,Other,Gurgaon,"LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,5.65125,2015,7
2609,2015-07-10,Loylty Rewards,Premium Loyalty Rewards Point Management,Other,Mumbai,IndianIdeas.com,Unknown,159.6375,2015,7
2610,2015-07-13,Ameyo,Software,Other,Gurgaon,Forum Synergies PE Fund,Unknown,41.25,2015,7
2611,2015-07-13,Mamagoto,Cutting Edge Tech,Other,Delhi,Goldman Sachs,Unknown,82.5,2015,7
2612,2015-07-13,Satvacart,Online Grocery Delivery,Other,Gurgaon,Palaash Ventures,Seed Funding,0.0,2015,7
2613,2015-07-14,Mysmartprice,Online comparison engine,Other,Hyderabad,"Accel Partners, Helion Venture Partners",Unknown,82.5,2015,7
2614,2015-07-14,Zenify,Real Estate,Other,Bangalore,Atul Jalan,Seed Funding,0.0,2015,7
2615,2015-07-14,Boxmyspace,Physical Storage warehouses,Other,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,2.475,2015,7
2616,2015-07-14,Hackerrank,Software,Other,Bangalore,HR Technology fund,Unknown,61.875,2015,7
2617,2015-07-14,Wickedride,Automobile,Other,Bangalore,Undisclosed,Seed Funding,6.5175,2015,7
2618,2015-07-14,Wowexpress,Logistics,Other,Mumbai,Tamarind Family Private Trust,Seed Funding,4.125,2015,7
2619,2015-07-15,Oyo,Budget Hotel Accommodation,Other,Gurgaon,"Softbank, Sequoia Capital",Unknown,825.0,2015,7
2620,2015-07-15,Mobikon,Restaurant customer engagement platform,Other,Pune,Jungle Ventures,Unknown,18.975,2015,7
2621,2015-07-15,Instalivelycom,Gaming & Entertainment,Other,Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,0.0,2015,7
2622,2015-07-15,Roadrunnr,Logistics,Other,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Unknown,90.75,2015,7
2623,2015-07-16,Ketto,Crowd Funding Platform,Other,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,5.775,2015,7
2624,2015-07-17,Quikwallet,FB sector Mobile Payment platform,Other,Mumbai,Snow Leopard Technology Ventures,Unknown,13.2,2015,7
2625,2015-07-17,Omnikart,Logistics,Other,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,0.825,2015,7
2626,2015-07-20,Zo Rooms,Cutting Edge Tech,Other,Delhi,"Tiger Global, Orios Venture Partners.",Unknown,123.75,2015,7
2627,2015-07-20,Innoviti,Payment Solutions platform,Other,Bangalore,"Catamaran Ventures, New India Investment Corporation",Unknown,40.0125,2015,7
2628,2015-07-21,Zenradius,Online Hiring Platform,Other,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,0.0,2015,7
2629,2015-07-21,Joy By Nature,Consumables,Other,Delhi,"Mumbai Angels, Vriddhi Fund, Others",Unknown,8.25,2015,7
2630,2015-07-22,Iqlect,Big Data  Analytics platform,Other,Bangalore,Exfinity Venture Partners,Unknown,16.5,2015,7
2631,2015-07-22,Degustibus,Cutting Edge Tech,Other,Mumbai,India Value Fund Advisors,Unknown,247.5,2015,7
2632,2015-07-23,Nestaway,Luxury Rental Homes,Other,Bangalore,"Flipkart, Tiger Global",Unknown,105.1875,2015,7
2633,2015-07-23,Mswipe,Mobile Point of Sale payment solution,Other,Not Specific,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Unknown,206.25,2015,7
2634,2015-07-23,Myonsto,Online Grocers,Other,Ahmedabad,Jayant Bokadia,Seed Funding,2.64,2015,7
2635,2015-07-23,Icrushiflush,Casual Dating App,Other,Mumbai,IDG Ventures India,Seed Funding,0.0,2015,7
2636,2015-07-23,Medgenome,Clinical Genomics Provider,Other,Bangalore,Sequoia Capital,Unknown,165.0,2015,7
2637,2015-07-23,Holidayiq,Travel information portal,Other,Bangalore,MakeMyTrip,Unknown,123.75,2015,7
2638,2015-07-23,Fitternity,Software,Other,Mumbai,Exfinity Venture Partners,Unknown,8.25,2015,7
2639,2015-07-23,Quikr,Online  Mobile classified listings,Other,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Unknown,495.0,2015,7
2640,2015-07-23,Jetsetgo,E-Commerce,Other,Delhi,YourWeCan Ventures,Seed Funding,0.0,2015,7
2641,2015-07-24,Broex,Real Estate,Other,Gurgaon,Lightspeed India,Unknown,8.25,2015,7
2642,2015-07-25,Shopatplaces,Software,Other,Delhi,Indian Angel Network,Seed Funding,0.0,2015,7
2643,2015-07-25,Credr,E-Commerce,Other,Mumbai,Fidelity Growth Partners,Unknown,123.75,2015,7
2644,2015-07-27,Managemyspa,Software,Other,Hyderabad,Accel Partners,Unknown,49.5,2015,7
2645,2015-07-27,Townrush,Logistics,Other,Bangalore,Lightspeed Venture Partners,Seed Funding,0.0,2015,7
2646,2015-07-27,Locus,Logistics,Other,Bangalore,"growX ventures, Manish Singhal",Seed Funding,0.0,2015,7
2647,2015-07-27,Bevy,Online Hiring Platform,Other,Bangalore,Varun Agarwal & Others,Seed Funding,0.0,2015,7
2648,2015-07-28,Pepperfry,E-Commerce,Other,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Unknown,825.0,2015,7
2649,2015-07-28,Flipkart,E-Commerce,Other,Bangalore,Steadview Capital and existing investors,Unknown,5775.0,2015,7
2650,2015-07-28,Opinio,Consumables,Other,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,10.725,2015,7
2651,2015-07-28,Zoctr,Healthcare & Hospitality,Other,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,8.25,2015,7
2652,2015-07-29,Zimmber,Software,Other,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures, Mohandas Pai",Unknown,16.5,2015,7
2653,2015-07-29,Truehb,Cutting Edge Tech,Other,Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,19.8,2015,7
2654,2015-07-29,Little,E-Commerce,Other,Bangalore,"Paytm, SAIF Partners, Tiger Global Management & others",Unknown,412.5,2015,7
2655,2015-07-29,Swajal,Energy & Waste Management,Other,Gurgaon,Abhishek Gupta,Unknown,9.9,2015,7
2656,2015-07-30,Pipa Bella,Online Jewelry Store,Other,Mumbai,LionRock Capital,Unknown,4.95,2015,7
2657,2015-07-30,Pragmatix,Business intelligence  Analytics,Other,Mumbai,SIDBI Venture Capital Ltd,Unknown,19.8,2015,7
2658,2015-07-30,Droom,E-Commerce,Other,Delhi,"Lightbox Ventures, Beenos",Unknown,132.0,2015,7
2659,2015-07-30,Madrat Games,Education,Other,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,1.386,2015,7
2660,2015-07-30,Noodle Play,Consumables,Other,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,1.386,2015,7
2661,2015-07-30,Wassup,On-Demand Laundry  Dry cleaning App,Other,Chennai,B S Nagesh,Unknown,0.0,2015,7
2662,2015-07-30,Cartisan,Software,Other,Bangalore,"YouWeCan Ventures, Aprameya Radhakrishna",Seed Funding,0.0,2015,7
2663,2015-07-31,Lazylad,Hyperlocal Grocery App,Other,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Unknown,4.125,2015,7
2664,2015-07-31,Tripfactory,Online Curated Holiday package bookings,Other,Bangalore,"Aarin Capital Partners,",Unknown,0.0,2015,7
2665,2015-07-31,Prothom,Hasbro Toy Manufacturer,Other,Pune,Oliphabs Capital,Unknown,16.5,2015,7
2666,2015-07-31,Bona Vita,Logistics,Other,Gurgaon,MakeMyTrip,Unknown,41.25,2015,7
2667,2015-06-01,Vyomo,Healthcare & Hospitality,Other,Delhi,Aprameya Radhakrishna,Seed Funding,0.0,2015,6
2668,2015-06-01,Veeba Foods,Consumables,Other,Delhi,"DSG Consumer Partners, Saama Capital.",Unknown,49.5,2015,6
2669,2015-06-01,Truebil,E-Commerce,Other,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,4.125,2015,6
2670,2015-06-01,Meritnation,Online Learning Platform,Other,Delhi,InfoEdge,Unknown,33.0,2015,6
2671,2015-06-01,Eattreatonline,Consumables,Other,Delhi,Group of 15 Angel Investors,Seed Funding,2.8875,2015,6
2672,2015-06-01,Credr,E-Commerce,Other,Mumbai,GrowthStory,Seed Funding,0.0,2015,6
2673,2015-06-01,Glamrs,Lifestyle & Fashion,Other,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Unknown,8.25,2015,6
2674,2015-06-01,Proviera,Software,Other,Chennai,Infuse Ventures,Unknown,4.5375,2015,6
2675,2015-06-01,Arth Designbuild,Software,Other,Hyderabad,Srinivas Tirupati,Seed Funding,4.125,2015,6
2676,2015-06-02,Saama,Software,Other,Pune  US,Carrick Capital Partners,Unknown,288.75,2015,6
2677,2015-06-02,Allizhealth,Software,Other,Pune,Mumbai Angels & Other angel investors,Seed Funding,2.8875,2015,6
2678,2015-06-02,Karma Healthcare,Software,Other,Udaipur,Ennovent Impact Investment Holding,Unknown,0.0,2015,6
2679,2015-06-03,Entropy Innovations,Engineering Innovations,Other,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,0.0,2015,6
2680,2015-06-03,Propstack,Real Estate,Other,Mumbai,DMG Information,Unknown,24.75,2015,6
2681,2015-06-03,Mytaxiindia,E-Commerce,Other,Delhi,Green House Ventures,Seed Funding,0.825,2015,6
2682,2015-06-03,Arkin Net,Software,Other,Pune  US,Nexus Venture Partners,Unknown,123.75,2015,6
2683,2015-06-03,Little,Software,Other,Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,1.2375,2015,6
2684,2015-06-03,Mypoolin,P2P Payments platform,Other,Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra, Arjun Malhotra, Gautam Gandhi",Seed Funding,0.0,2015,6
2685,2015-06-03,Icustomadeit,E-Commerce,Other,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,2.0625,2015,6
2686,2015-06-03,Kaaryah,E-Commerce,Other,Gurgaon,Ratan Tata,Seed Funding,0.0,2015,6
2687,2015-06-04,Ecom Express,Logistics,Other,Delhi,Warburg Pincus,Unknown,1130.25,2015,6
2688,2015-06-04,Vidooly,Gaming & Entertainment,Other,Noida,Bessemer Venture Partners,Unknown,8.25,2015,6
2689,2015-06-04,Zopper,Logistics,Other,Mumbai,"Tiger Global, Nirvana Ventures Advisors",Unknown,165.0,2015,6
2690,2015-06-04,Flipkart,E-Commerce,Other,Bangalore,Morgan Stanley,Unknown,412.5,2015,6
2691,2015-06-05,Kwatt Solutions,Energy & Waste Management,Other,Mumbai,undisclosed,Seed Funding,4.125,2015,6
2692,2015-06-05,Medwell Ventures,Healthcare & Hospitality,Other,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Unknown,82.5,2015,6
2693,2015-06-05,Jugnoo,Software,Other,Chandigarh,"Snow Leopard, Paytm",Unknown,41.25,2015,6
2694,2015-06-08,Postergully,E-Commerce,Other,Delhi,"Natarajan Iyer,Rajesh Sawhney, & other Angel investors.",Seed Funding,0.0,2015,6
2695,2015-06-08,Applied Solar Technologies,Off-grid Solar Power,Other,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Unknown,330.0,2015,6
2696,2015-06-09,Clovia,E-Commerce,Other,Delhi,IvyCap Ventures,Unknown,41.25,2015,6
2697,2015-06-09,Swiggy,Consumables,Other,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Unknown,136.125,2015,6
2698,2015-06-09,Paymango,Mobile Commerce Platform,Other,Gurgaon,Group of Angel Investors,Seed Funding,1.9305,2015,6
2699,2015-06-09,Printland,Software,Other,Delhi,SIDBI Venture Capital Ltd,Unknown,0.0,2015,6
2700,2015-06-09,Teritree,Software,Other,Bangalore,KCL,Seed Funding,1.155,2015,6
2701,2015-06-10,Guiddoo,Travel Guide Mobile App,Other,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,0.0,2015,6
2702,2015-06-10,Voonik,E-Commerce,Other,Bangalore,"Sequoia Capital, Seedfund",Unknown,41.25,2015,6
2703,2015-06-11,Adstringo,Software,Other,Mumbai,"Arihant Patni, Vishal Khare, Viswanath Ramachandran",Seed Funding,2.8875,2015,6
2704,2015-06-11,Faircent,Peer to Peer Lending platform,Other,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,2.0625,2015,6
2705,2015-06-12,La Renon,Healthcare & Hospitality,Other,Ahmedabad,Sequoia Capital,Unknown,132.0,2015,6
2706,2015-06-15,Homelane,Home Furnishing Solutions,Other,Bangalore,Sequoia Capital,Unknown,412.5,2015,6
2707,2015-06-15,Istar,Cutting Edge Tech,Other,Bangalore,Unitus Seed Fund,Unknown,0.0,2015,6
2708,2015-06-15,Shippr,Logistics,Other,Bangalore,i2india Pvt Ltd,Seed Funding,4.125,2015,6
2709,2015-06-16,Foodabhi,online tiffin service aggregator,Other,Mumbai,Group of angel investors,Seed Funding,0.0,2015,6
2710,2015-06-16,Karma Recycling,Electronic Goods recycling service,Other,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Unknown,0.0,2015,6
2711,2015-06-16,Couponraja,Online Coupon  comparison platform,Other,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,4.125,2015,6
2712,2015-06-17,Babychakra,Parents  Kids Online platform,Other,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,0.0,2015,6
2713,2015-06-17,Jiffstore,E-Commerce,Other,Bangalore,"Unitus Seed Fund, Times Internet",Seed Funding,0.0,2015,6
2714,2015-06-17,Mydentist,Healthcare & Hospitality,Other,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Unknown,67.65,2015,6
2715,2015-06-18,Moovo,Logistics,Other,Delhi,YouWeCan Ventures,Seed Funding,0.0,2015,6
2716,2015-06-18,Fracktal Works,3D Printer Manufacturer,Other,Bangalore,Neoteric Infomatique Limited,Unknown,24.75,2015,6
2717,2015-06-18,Hansa Customer Equity,Software,Other,Mumbai,ASK Pravi,Unknown,41.25,2015,6
2718,2015-06-18,Healthi,Software,Other,Bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Unknown,0.0,2015,6
2719,2015-06-18,Cakartin,Education,Other,Bangalore,Sunil Maheshwari & group of investors,Seed Funding,0.0,2015,6
2720,2015-06-19,Housejoy,Software,Other,Bangalore,Matrix Partners,Unknown,33.0,2015,6
2721,2015-06-19,Fundsindiacom,Software,Other,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Unknown,90.75,2015,6
2722,2015-06-20,Cupick,Gaming & Entertainment,Other,Bangalore,Group of Angel Investors from US/India,Seed Funding,0.99,2015,6
2723,2015-06-20,Tracxn,Startup funding platform,Other,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Unknown,82.5,2015,6
2724,2015-06-21,Holachef,Consumables,Other,Mumbai,"Kalaari Capital, India Quotient",Unknown,25.575,2015,6
2725,2015-06-22,Elong,Software,Other,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Unknown,41.25,2015,6
2726,2015-06-22,Ixigo,Travel Search Engine,Other,Gurgaon,Micromax Informatics,Unknown,0.0,2015,6
2727,2015-06-22,Skillangels,Cutting Edge Tech,Other,Chennai,Sprout Angels LLP,Seed Funding,0.0,2015,6
2728,2015-06-22,Vidgyor,Gaming & Entertainment,Other,Bangalore,AngelPrime,Seed Funding,4.125,2015,6
2729,2015-06-22,Banihal,Software,Other,Outside India,Dr David Cheriton,Seed Funding,0.0,2015,6
2730,2015-06-23,Goodservice,Mobile Chat based concierge service,Other,Delhi,Sequoia Capital,Unknown,13.2,2015,6
2731,2015-06-23,Treebo,Online Budget Hotel Booking Service,Other,Bangalore,"Matrix Partners India, SAIF Partners",Unknown,49.5,2015,6
2732,2015-06-23,Edukart,Education,Other,Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Unknown,8.25,2015,6
2733,2015-06-23,Healthi,Software,Other,Hyderabad,YouWeCan Ventures,Seed Funding,0.0,2015,6
2734,2015-06-24,Labinapp,Science Learning App,Other,Bangalore,Unitus Seed Fund,Seed Funding,0.0,2015,6
2735,2015-06-24,Syona Cosmetics,Healthcare & Hospitality,Other,Chennai,Chennai Angels,Seed Funding,0.0,2015,6
2736,2015-06-24,Sigrid Education,Education,Other,Noida,Oliphans Capital,Seed Funding,0.0,2015,6
2737,2015-06-24,Indix,Software,Other,Not Specific,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Unknown,123.75,2015,6
2738,2015-06-24,The Porter,Logistics,Other,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Unknown,45.375,2015,6
2739,2015-06-24,Retentionai,App Analytics platform,Other,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,4.125,2015,6
2740,2015-06-25,Fusion Microfinance,Finance,Other,Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Unknown,70.95,2015,6
2741,2015-06-25,Zinka,Logistics,Other,Bangalore,"Accel Partners, Flipkart",Unknown,49.5,2015,6
2742,2015-06-26,Creditmantri,Software,Other,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Unknown,20.625,2015,6
2743,2015-06-26,Getmypeon,Software,Other,Mumbai,Undisclosed investors,Seed Funding,2.0625,2015,6
2744,2015-06-29,Urbanclap,Software,Other,Delhi,"SAIF Partners, Accel Partners",Unknown,82.5,2015,6
2745,2015-06-29,Stayglad,Software,Other,Bangalore,"Tracxn Labs, Sahil Barua",Seed Funding,0.0,2015,6
2746,2015-06-29,Adwyze,Marketing,Other,Bangalore,Mape Advisory,Seed Funding,8.25,2015,6
2747,2015-06-29,Zimmber,Software,Other,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,3.3,2015,6
2748,2015-06-30,Buttercups,Online Lingerie platform,Other,Bangalore,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed Funding,0.0,2015,6
2749,2015-06-30,Railyatri,Cutting Edge Tech,Other,Bangalore,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",Unknown,0.0,2015,6
2750,2015-06-30,Aagaarcom,Hyperlocal grocery delivery,Other,Gurgaon,Group of Investors,Seed Funding,0.0,2015,6
2751,2015-06-30,Flatchat,Flat rental Mobile App,Other,Bangalore,Commonfloor,Unknown,20.625,2015,6
2752,2015-06-30,Mycfo,Wealth Management Platform,Other,Mumbai,Sameer Koticha,Unknown,12.375,2015,6
2753,2015-05-01,Foodpanda,Consumables,Other,Gurgaon,"Goldman Sachs, Rocket Internet",Unknown,825.0,2015,5
2754,2015-05-01,Termsheet,Cutting Edge Tech,Other,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,0.825,2015,5
2755,2015-05-04,Applicate,Software,Other,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,4.5375,2015,5
2756,2015-05-04,World Art Community,E-Commerce,Other,Gurgaon,Viraj Tyagi & others,Seed Funding,1.65,2015,5
2757,2015-05-04,Spoonjoy,Consumables,Other,Bangalore,SAIF Partners,Seed Funding,8.25,2015,5
2758,2015-05-05,Seed Schools,Education,Other,Hyderabad,Acumen Fund,Seed Funding,5.3625,2015,5
2759,2015-05-05,Ignis Careers,Career Development,Other,Hyderabad,Acumen Fund,Seed Funding,2.0625,2015,5
2760,2015-05-05,Square Yards,Real Estate,Other,Gurgaon,Undisclosed Investors,Unknown,49.5,2015,5
2761,2015-05-05,Fintellix,Finance,Other,Bangalore,"IDG Ventures, Sequoia Capital",Unknown,123.75,2015,5
2762,2015-05-05,Customer360,Customer Engagement Platform,Other,Mumbai,Vishwas Patel,Seed Funding,0.0,2015,5
2763,2015-05-06,Delhivery,Logistics,Other,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Unknown,701.25,2015,5
2764,2015-05-06,Swiggy,Consumables,Other,Bangalore,Norwest Venture Partners,Unknown,123.75,2015,5
2765,2015-05-07,Uniphore,Software,Other,Chennai,"IDG Ventures, Kris Gopalakrishnan",Unknown,0.0,2015,5
2766,2015-05-07,Box8,Consumables,Other,Mumbai,Mayfield Ventures,Unknown,28.875,2015,5
2767,2015-05-07,Toppr,Education,Other,Mumbai,"Fidelity Growth Partners India, SAIF Partners, Helion Ventures",Unknown,82.5,2015,5
2768,2015-05-07,Vedantu,Education,Other,Bangalore,"Accel Partners, Tiger Global Management",Unknown,41.25,2015,5
2769,2015-05-08,Buyhatke,Online Product Comparison,Other,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,8.25,2015,5
2770,2015-05-08,Kleverkid,Education,Other,Delhi,Aarin Capital Partners,Seed Funding,0.0,2015,5
2771,2015-05-08,Uniken,Software,Other,Pune,Exfinity Ventures,Unknown,16.5,2015,5
2772,2015-05-08,Opinio,Healthcare & Hospitality,Other,Delhi,Florida based Angel investor,Seed Funding,1.2375,2015,5
2773,2015-05-08,Healthi,Software,Other,Bangalore,Micromax Informatics,Unknown,0.0,2015,5
2774,2015-05-12,Zapstitch,Software,Other,Bangalore,"Helion Venture Partners, Orios Venture Partners",Unknown,16.5,2015,5
2775,2015-05-12,Wassup,Healthcare & Hospitality,Other,Chennai,"Arun Chandra Mohan, Praveen Sinha",Unknown,16.5,2015,5
2776,2015-05-12,Mobiefit,Software,Other,Goa,Prototyze,Seed Funding,0.0,2015,5
2777,2015-05-12,Plancess,Education,Other,Mumbai,"Rajendra Gogri, Chandrakant Gogri",Seed Funding,16.5,2015,5
2778,2015-05-12,Workhorse,Service-On-Demand Mobile App,Other,Mumbai,Undisclosed Investors,Seed Funding,0.0,2015,5
2779,2015-05-13,Innovaccer,Software,Other,Noida,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,0.0,2015,5
2780,2015-05-13,Mycuteoffice,Online Office Rental,Other,Mumbai,Lead Angels,Seed Funding,0.0,2015,5
2781,2015-05-14,Indianrootscom,E-Commerce,Other,Gurgaon,KJS Group,Unknown,41.25,2015,5
2782,2015-05-14,Redpolka,Lifestyle & Fashion,Other,Mumbai,Undisclosed Investors,Seed Funding,2.0625,2015,5
2783,2015-05-15,Venturesity,Online Job skills Showcase,Other,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,2.2275,2015,5
2784,2015-05-18,Thebetterindiacom,Online News Media,Other,Bangalore,Mohandas Pai,Seed Funding,0.0,2015,5
2785,2015-05-18,Awaaz De,Enterprise Communication Platform,Other,Ahmedabad,Samir Shah,Seed Funding,0.0,2015,5
2786,2015-05-19,Chaayos,Cutting Edge Tech,Other,Delhi,Tiger Global Management,Unknown,8.25,2015,5
2787,2015-05-19,Akosha,Business Messaging App,Other,Delhi,Sequoia Capital,Unknown,132.0,2015,5
2788,2015-05-19,Cooey,Healthcare & Hospitality,Other,Bangalore,Subhash Goyal,Seed Funding,3.8775,2015,5
2789,2015-05-19,Meetuniv,Education,Other,Noida,Peesh Venture Capital,Seed Funding,8.25,2015,5
2790,2015-05-19,Inspirock,Online Travel Planning,Other,Not Specific,MakeMyTrip Innovation Fund,Unknown,0.0,2015,5
2791,2015-05-19,Crown-It,E-Commerce,Other,Gurgaon,"Accel Partners, Helion Venture Partners",Unknown,45.375,2015,5
2792,2015-05-19,Trucksfirst,Logistics,Other,Gurgaon,SAIF partners,Unknown,82.5,2015,5
2793,2015-05-20,Lookup,B2C Messaging App,Other,Bangalore,Biz Stone,Unknown,24.75,2015,5
2794,2015-05-21,Sunterrace,Rooftop Solar Plants,Other,Delhi,Sunergy Investors,Unknown,0.0,2015,5
2795,2015-05-22,Nudgespot,Customer Engagement Platform,Other,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,5.15625,2015,5
2796,2015-05-22,Cardekho,Online Car Portal,Other,Jaipur,HDFC Bank,Unknown,0.0,2015,5
2797,2015-05-22,Eveningflavors,Online Table Reservation,Other,Bangalore,Sandiep Shrivatsava,Seed Funding,4.125,2015,5
2798,2015-05-25,Razorpay,Online Payment Gateway,Other,Bangalore,Punit Soni,Seed Funding,0.0,2015,5
2799,2015-05-25,Zenparent,Parents focused Web Content,Other,Bangalore,i2india Ventures,Seed Funding,4.125,2015,5
2800,2015-05-25,Newgen Payments,Payments Solution Provider,Other,Delhi,Jan Manten,Seed Funding,0.0,2015,5
2801,2015-05-26,Urbanpro,E-Commerce,Other,Bangalore,Nirvana Venture Advisors,Unknown,16.5,2015,5
2802,2015-05-26,Goodbox,On-Demand Business messaging,Other,Bangalore,Manipal Group,Seed Funding,1.65,2015,5
2803,2015-05-26,Renderlogy,Online Home Dcor,Other,Hyderabad,Astarc Ventures,Unknown,8.25,2015,5
2804,2015-05-27,Postman,Software,Other,Bangalore,Nexus Venture Partners,Seed Funding,8.25,2015,5
2805,2015-05-27,Casa2Inns,Affordable Hotel Booking Online,Other,Delhi,"Accel Partners, Kalaari Capital",Unknown,41.25,2015,5
2806,2015-05-27,Fleetrover,Logistics,Other,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,1.485,2015,5
2807,2015-05-28,Thekarrier,Logistics,Other,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,1.98,2015,5
2808,2015-05-28,Zoomcar,Self-driven Car rental,Other,Bangalore,Sequoia Capital,Unknown,41.25,2015,5
2809,2015-05-28,Truweight,Weight Management Service,Other,Hyderabad,Kalaari Capital,Unknown,0.0,2015,5
2810,2015-05-30,Ather Energy,Automobile,Other,Bangalore,Tiger Global,Unknown,99.0,2015,5
2811,2015-04-03,Swiggy,Consumables,Other,Bangalore,"Accel Partners, SAIF Partners",Unknown,16.5,2015,4
2812,2015-04-04,Bluegape,Web Content Publishing,Other,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,1.65,2015,4
2813,2015-04-04,Keeptrax,Location Based App,Other,Dallas  Hyderabad,undisclosed,Seed Funding,8.25,2015,4
2814,2015-04-06,Instalively,Gaming & Entertainment,Other,Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,0.99,2015,4
